,date,timestamp,headline,content
0,2019-07-19T13:23:56.921Z,1563542636921,KAP:   [PGSUS ] BORSA İSTANBUL BISTECH DEVRE KESİCİ UYGULAMASI  Devre Kesici Uygulaması,"


## Orjinal Link:
[https://www.kap.org.tr/Bildirim/776003](https://www.kap.org.tr/Bildirim/776003)


## Dosyalar:
[](#)



| Devre Kesici Uygulaması | 2019-07-19 | 
|----|----|
| Dil Seçimi |  | 
| Dil seçimi |  | 
| Türkçe |  | 
| İngilizce |  | 
| Bildirim İçeriği |  | 
| Açıklamalar |  | 
| Açıklama | PGSUS.E işlem sırasında sürekli işleme ara verilmiş, tek fiyat emir toplama başlamıştır. | 




"
1,2019-07-19T09:01:56.403Z,1563526916403,Pegasus’un yeni hattı Sabiha Gökçen ile Birleşik Arap Emirlikleri’ni bir araya getiren yedi emirlikten biri olan Resü’l-Hayme - Basın Açıklaması,"
Kuruluştan konuya ilişkin yapılan basın açıklaması aşağıda bulunuyor:

 Türkiye’nin dijital havayolu Pegasus, İstanbul ile Birleşik Arap Emirlikleri’ni bir araya getiren yedi emirlikten biri olan Resü’l-Hayme’yi birbirine bağlıyor. Pegasus’un Dubai, Abu Dhabi ve Şarjah’tan sonra Birleşik Arap Emirlikleri’nde 4. uçuş noktası olan Resü’l-Hayme seferleri 30 Ekim 2019’dan itibaren gerçekleşecek. Pegasus’un Resü’l-Hayme uçuşları İstanbul Sabiha Gökçen Havalimanı’ndan Resü’l-Hayme Uluslararası Havalimanı’na Çarşamba ve Cumartesi günleri 21:50’de; Resü’l-Hayme Uluslararası Havalimanı’dan İstanbul Sabiha Gökçen Havalimanı’na ise Perşembe ve Pazar günleri 04:05’te düzenlenecek. Yeni hattın biletleri 69,99 USD’den başlayan fiyatlarla satışa sunuldu.

Basra Körfezi’nin kuzey ucunda yer alan Resü’l-Hayme, adını sahil şeridi boyunca uzanan o bölgeye özgü yapılardan alıyor. Ülkedeki en verimli topraklara sahip olan bu emirlikte deniz, dağ ve çöl ortamları bulunuyor.



Pegasus Hava Yolları Hakkında:

1990 yılında havacılık sektörüne giriş yapan Pegasus, 2005’te ESAS Holding tarafından satın alınarak düşük maliyetli iş modelini benimsedi. Türkiye’nin lider düşük maliyetli hava yolu olan Pegasus, hava yolu ile yolculuğun herkesin hakkı olduğuna olan inancıyla ve uyguladığı “low cost (düşük maliyetli hava yolu)” modeliyle misafirlerine uygun fiyatlı ve genç uçaklarla seyahat etme imkânı sağlıyor. 2018 itibarıyla “Türkiye’nin Dijital Hava Yolu” söylemiyle faaliyet gösteren Pegasus, misafirlerini 35’i yurt içinde, 76’sı yurt dışında olmak üzere toplam 42 ülkede 111 noktaya ulaştırıyor; İstanbul Sabiha Gökçen üzerinden Türkiye ile Avrupa, Kuzey Afrika, Ortadoğu, Rusya, Orta Asya arasında bağlantılı uçuşlar gerçekleştiriyor. Pegasus, misafir deneyimini odak alan yaklaşımıyla onların seyahat deneyimlerini kolaylaştıracak dijital teknolojiler ve benzersiz yenilikler sunuyor.
"
2,2019-07-09T03:59:24.439Z,1562644764439,"Pegasus'un misafir sayısı Haziran'da geçen yıla göre % 1.0 artışla 2,58 milyon","
```
Kamuoyu Aydınlatma Platformu'nda (KAP) yayınlanan açıklama aşağıda bulunuyor:

toplam                  Haziran Haziran 2019 vs         Ocak-Haziran Ocak-Haziran       2019 vs
                        2019     2018    2018             2019          2018            2018

Misafir sayısı, mn      2,58    2,56    1,0%            13,89           14,39           -3,5%
Konma                   16.256  16.301  -0,3%           88.843          91.010          -2,4%
Koltuk sayısı, mn       3,01    3,01    -0,1%           16,43           16,86           -2,5%
Doluluk Oranı           85,8%   84,9%   0,9%            84,5%           85,4%           -0,8% pp
ASK (m km)              3.409   3.046   11,9%           17.759          16.368          8,5%
Konma başına Misafir    159     157     1,2%            156             158             -1,1%
Ortalama günlük uçak
kullanımı (Blok Saat)   13,7    13,0    5,7%            12,5            12,4            1,3%

[https://www.kap.org.tr/tr/Bildirim/773700](https://www.kap.org.tr/tr/Bildirim/773700)
````
"
3,2019-07-08T15:20:18.470Z,1562599218470,KAP: PGSUS  [ ] PEGASUS HAVA TAŞIMACILIĞI A.Ş.  Özel Durum Açıklaması (Genel),"


## Orjinal Link:
[https://www.kap.org.tr/Bildirim/773700](https://www.kap.org.tr/Bildirim/773700)


## Dosyalar:
[https://www.kap.org.tr/ek-indir/4028328d6ab7863b016bd131926804c9](https://www.kap.org.tr/ek-indir/4028328d6ab7863b016bd131926804c9)

[https://www.kap.org.tr/ek-indir/4028328d6ab7863b016bd13192b604ca](https://www.kap.org.tr/ek-indir/4028328d6ab7863b016bd13192b604ca)



| Özel Durum Açıklaması (Genel) | 2019-07-08 | 
|----|----|
| Dil Seçimi |  | 
| Dil seçimi |  | 
| Türkçe |  | 
| İngilizce |  | 
| Yapılan Açıklama Güncelleme mi? | Hayır (No) | 
| Yapılan Açıklama Düzeltme mi? | Hayır (No) | 
| Konuya İlişkin Daha Önce Yapılan Açıklamanın Tarihi | - | 
| Yapılan Açıklama Ertelenmiş Bir Açıklama mı? | Hayır (No) | 
| Bildirim İçeriği |  | 
| Açıklamalar |  | 
| Açıklama | 2019 yılı Haziran ayı trafik verileri ektedir.  | 




"
4,2019-07-05T10:00:07.393Z,1562320807393,Pegasus şirket raporu (Oyak Yatırım),"
Güçlü dış hat yolcu büyümesi ve beklenti revizyonuyla desteklenen
hisse performansı
Pegasus’un kapasitesini nispeten sakin seyreden petrol fiyatları ortamında
talebin güçlü olduğu dış hatlara yönlendirmesi ve Atatürk Havalimanı’nın
taşınması sürecindeki haber akışının da etkisiyle güçlü seyreden Sabiha
Gökçen Havalimanı dış hat yolcu büyümesi, ilk çeyrek gibi sezonsal olarak
olarak zayıf bir çeyrekte güçlü operasyonel performansı beraberinde
getirmiştir. Şirketin gerek gelir gerekse gider tarafındaki karnesi pozitif
ayrışmasının ana etkenleridir. Mayıs ortasındaki telekonferansta da kısmen
belirtildiği gibi şirket, 2019 beklentilerinde pozitif yönde revizyonu Haziran
sonu yapmıştır. Şirketin dinamiklerini beğenmekle birlikte yılbaşından beri
relatif %89 piyasa üzeri getiri sağlayan şirketi TL51 hedef fiyat ve Endekse
paralel getiri tavsiyesiyle araştırma kapsamımıza alıyoruz.


OYAK YATIRIM MENKUL DEĞERLER A.Ş.

                                  	     ***
                              		Yasal Uyarı
 
 Burada yer alan yatırım bilgi, yorum ve tavsiyeler yatırım danışmanlığı kapsamında değildir.Yatırım danışmanlığı hizmeti ; aracı kurumlar, portföy yönetim şirketleri, mevduat kabul etmeyen bankalar ile müşteri arasında imzalanacak yatırım danışmanlığı sözleşmesi çerçevesinde sunulmaktadır.Burada yer alan yorum ve tavsiyeler, yorum ve tavsiyede bulunanların kişisel görüşlerine dayanmaktadır.Bu görüşler mali durumunuz ile risk ve getiri tercihlerinize uygun olmayabılır.Bu nedenle, sadece burada yer alan bilgilere dayanılarak yatırım kararı verilmesi beklentilerinize uygun sonuçlar doğurmayabilir.

"
5,2019-07-05T04:47:39.273Z,1562302059273,KAP: PGSUS  [ ] PEGASUS HAVA TAŞIMACILIĞI A.Ş.  Özel Durum Açıklaması (Genel),"


## Orjinal Link:
[https://www.kap.org.tr/Bildirim/771999](https://www.kap.org.tr/Bildirim/771999)


## Dosyalar:
[](#)



| Özel Durum Açıklaması (Genel) | 2019-07-03 | 
|----|----|
| Dil Seçimi |  | 
| Dil seçimi |  | 
| Türkçe |  | 
| İngilizce |  | 
| Yapılan Açıklama Güncelleme mi? | Evet (Yes) | 
| Yapılan Açıklama Düzeltme mi? | Hayır (No) | 
| Konuya İlişkin Daha Önce Yapılan Açıklamanın Tarihi | 07.06.2019; 06.05.2019 | 
| Yapılan Açıklama Ertelenmiş Bir Açıklama mı? | Hayır (No) | 
| Bildirim İçeriği |  | 
| Açıklamalar |  | 
| Açıklama | 
Şirketimiz Bütçe, Raporlama ve
Maliyet Kontrol Grup Müdürü olarak atanan H. Nur KARABACAK’ın görev değişikliği
nedeniyle boşalan Yatırımcı İlişkileri Bölümü Yöneticiliği ve SPK II-17.1
sayılı Kurumsal Yönetim Tebliği’nin 11’inci maddesi hükümleri uyarınca Kurumsal
Yönetim Komitesi üyeliği için değerlendirme süreci devam etmektedir.

Belirtilen görevlere nihai atama tamamlanıncaya ve
yatırımcılarımıza bu atama hakkında yeni bir duyuru yapılıncaya kadar Nur
KARABACAK mevcut görevlerini Finans Genel Müdür Yardımcısı Sayın M.
Barbaros KUBATOĞLU'na bağlı olarak sürdürmeye devam etmektedir. 

Özel Durum Açıklaması Türkçe ve İngilizce
hazırlanmış olup iki metin arasında herhangi bir çelişki olması durumunda
Türkçe açıklama esas kabul edilecektir.




 | 




"
6,2019-06-27T03:58:05.113Z,1561607885113,"Pegasus, 2019 yılı beklentilerinde kısmi revizyona gitti","
```
Kamuoyu Aydınlatma Platformu'nda (KAP) yayınlanan açıklama aşağıda bulunuyor:

                                        2019 Beklentiler- YENİ  2019 Beklentiler- ESKİ

Kapasite Artışı (ASK)                           %6-%8                   %6-%8
Kapasite Kullanım/Uçak (Blok Saat)      Yıllık bazda yatay              12,1-12,4
İç Hat Doluluk Oranı                    Yıllık bazda yatay              Yıllık bazda yatay
Dış Hat Doluluk Oranı                   Yıllık bazda yatay              Yıllık bazda yatay
Ortalama Uçak Sayısı                            83                      83
İç Hat Birim Gelir (TRY)                Yıllık bazda 25-30 TL artış     Yıllık bazda 15-20 TL artış
Dış Hat Birim Gelir (€)                 Yıllık bazda 1-2 Euro artış     Yıllık bazda yatay
Misafir Başına Yan Gelir (€)                    13-14 Euro              12-12,5 Euro
Toplam CASK (€c.)                               3,68-3,73               3,68-3,73
Yakıt Hariç CASK (€c.) (**)                     2,36-2,41               2,33-2,38
FAVÖK Marjı (**) (***)                          %25,5-%26,5             %22,5-%23,5

(*) 2019 yılı ortalama jet yakıtı fiyatı ton başına 650 ABD$'ı (veya 68,4 ABD$/bbl brent karşılığı) olarak
alınmıştır. Bir önceki beklentilerde 709 $/ton (veya 74,7 $/bbl brent karşılığı) idi.
(**) 2019 yılında UFRS 16'nın uygulanacak olması nedeniyle FAVKÖK artık kullanılmayacaktır. 2019
yılında beklenen FAVÖK marjının 2018 yılı karşılığı FAVKÖK marjıdır.
(***) UFRS-16 bakım giderleri etkisi hariç tutulmuştur. UFRS-16 bakım giderleri etkisinin FAVÖK
marjı üzerinde +3-4 puan; Yakıt-hariç CASK üzerinde -0,07 ile -0,10 Eurocent arasında olması
beklenmektedir.

[https://www.kap.org.tr/Bildirim/770007](https://www.kap.org.tr/Bildirim/770007)
````
"
7,2019-06-27T03:40:45.993Z,1561606845993,KAP: PGSUS  [ ] PEGASUS HAVA TAŞIMACILIĞI A.Ş.  Geleceğe Yönelik Değerlendirmeler,"


## Orjinal Link:
[https://www.kap.org.tr/Bildirim/770007](https://www.kap.org.tr/Bildirim/770007)


## Dosyalar:
[https://www.kap.org.tr/ek-indir/4028328d6ab78640016b92f92c6a76e6](https://www.kap.org.tr/ek-indir/4028328d6ab78640016b92f92c6a76e6)

[https://www.kap.org.tr/ek-indir/4028328d6ab78640016b92f92c7e76e7](https://www.kap.org.tr/ek-indir/4028328d6ab78640016b92f92c7e76e7)



| Geleceğe Yönelik Değerlendirmeler | 2019-06-26 | 
|----|----|
| Dil Seçimi |  | 
| Dil seçimi |  | 
| Türkçe |  | 
| İngilizce |  | 
| Yapılan Açıklama Güncelleme mi? | Hayır (No) | 
| Yapılan Açıklama Düzeltme mi? | Hayır (No) | 
| Konuya İlişkin Daha Önce Yapılan Açıklamanın Tarihi | - | 
| Yapılan Açıklama Ertelenmiş Bir Açıklama mı? | Hayır (No) | 
| Bildirim İçeriği |  | 
| Açıklamalar |  | 
| Açıklama | 
Şirketimizin 2019 yılı temel operasyonel ve finansal performans göstergelerine ilişkin revize edilmiş beklentileri ekteki dosyada yatırımcıların bilgisine sunulmaktadır. Beklentilerin ekte belirtilen uyarılar ile birlikte değerlendirilmesi gerektiğini önemle belirtiriz.




Özel Durum Açıklaması Türkçe ve İngilizce hazırlanmış olup iki metin arasında herhangi bir çelişki olması durumunda Türkçe açıklama esas kabul edilecektir.
 | 




"
8,2019-06-25T08:24:07.295Z,1561451047295,Pegasus/Nane: Airbus’ın üretim planlamalarına göre bu yılın sonuna kadar 11 yeni uçağımızı filomuza katacağız,"
Dünya internet sitesinde yayınlanan habere göre;Pegasus Hava Yolları Genel Müdürü Nane, bu yılın ocak ayında Pegasus Pilot Yetiştirme Programı'nı başlattıklarını belirterek, ""Yıl sonu itibarıyla seçtiğimiz 150 yeni pilot adayına 2 yıllık eğitim vermeye başlayacağız."" şeklinde konuştu.

Filolarında son aylarda yazılımsal problemler ile gündeme gelen Boeing 737 Max tipi uçakların bulunmadığına dikkati çeken Nane, ""Önümüzdeki yıllarda gelecek olan siparişlerimiz arasında da Boeing 737 Max bulunmuyor. Filomuzda 42 adedi Boeing B737-800, 1 adedi Boeing B737-400, 12 adedi Airbus A320-200 ceo ve 27 adedi Airbus A320 neo olmak üzere toplam 82 adet uçak bulunuyor. 5,6 yaş ortalaması ile Türkiye’nin en genç filosuna sahibiz. Kargo taşımacılığı için ayrı uçaklarımız bulunmuyor. Airbus’ın üretim planlamalarına göre bu yılın sonuna kadar 11 yeni uçağımızı filomuza katacağız. Ağustos ayında ilk A321 neo uçağımızı da teslim alacağız."" ifadelerini kullandı.

 Sözkonusu habere aşağıdaki linkten ulaşabilirsiniz:

 [https://www.dunya.com/sirketler/pegasus-150-pilot-istihdam-edecek-haberi-448347](https://www.dunya.com/sirketler/pegasus-150-pilot-istihdam-edecek-haberi-448347)
"
9,2019-06-24T03:58:47.939Z,1561348727939,Pegasus'un misafir sayısı Mayıs ayında yıllık % 11.7 azaldı,"
```
Kamuoyu Aydınlatma Platformu'nda (KAP) yayınlanan açıklama aşağıda bulunuyor:

Pegasus Hava Taşımacılığı A.Ş Mayıs 2019 Trafik Sonuçları

Toplam
                                                May     May  2019/18 Ocak-MayısOcak-Mayıs 2019/18
                                                2019    2018    2018    2019    2018    2018
Misafir sayısı, mn                              2,24    2,54    -11,7%  11,31   11,83   -4,4%
Konma                                           14.998  16.175   -7,3%  72.587  74.709  -2,8%
Koltuk sayısı, mn                                2,78   3,00    -7,4%   13,42   13,84   -3,0%
Doluluk Oranı                                   80,7%   84,8%   -4,0%   84,2%   85,5%    -1,2% pp
ASK (m km)                                      3.035    2.944  3,1%    14.350  13.322  7,7%
Konma başına Misafir                            150     157     -4,8%   156     158     -1,6%
Ortalama günlük uçak kullanımı (Blok Saat)      12,5    12,2    2,3%    12,3    12,2    0,7%

[https://www.kap.org.tr/tr/Bildirim/769413](https://www.kap.org.tr/tr/Bildirim/769413)
````
"
