,date,content,label
0,2019-07-03,seyahat konfor artýr çalýþ sür versace özel ol tasarla yeni set erkek kadýn yolcu ihtiyaç göre ayrý hazýrla koleksiyon belirgin özellik ol plan çýk fark renk temin et çanta þýk fonksiyonel tasarým yolcu sonra kullaným cazip kýl çanta içeri özel bir bölme yer al nem kozmetik ürün uzun seyahat süre yolcu rahat bir yolcu geçir katký bulun ekonomi sýnýf seyahat et misafir gün itibar yeni seyahat set sun baþla akýl özgün tasarým saye merak dinamik gezgin yenilik iþlev çözüm getir ünle mandarina duck tasarým ol kýtalararasý uç ekonomi sýnýf sun ol konfor set göz bant çorap kulak týkaç dudak nem diþ fýrça diþ macun yer al yolcu doðal içerik kalite dermokozmetik ürün sun göster havayolu yeni seyahat set yýl dayan kök geçmiþ doðal içerik atelier rebul ürün yer ver mevcut durum uçak ekonomi sýnýf lavabo yer al marka seyahat set cilt bakým ürün ol dudak nem sun,1.0
1,2019-07-03,aç gün beri hýz büyü istanbul havalimaný nisa tarih ara toplam bin uç gerçek türkiye büyük proje ol istanbul havalimaný sadece uç deðil yolcu rekoruda kýr nisa dan bugün kadar hat dýþ hat ol üzere toplam bin uç milyon bin yolcu istanbul havalimaný ný kullan türkiye havacýlýk küresel ölçek büyük proje ol sadece istanbul ülke deðil bölge dünya nezit bir çekim nokta ol misyon taþý istanbul havalimaný yolcu sayý art göz dol tarih ara toplam milyon bin yolcu istanbul havalimaný kullan rakam geç yýl ayný dönem atatürk havalimaný kullan yolcu sayý oran yüksek istanbul havalimaný tam kapasite hizmet ver baþla nisa dan bugün kadar hat dýþ hat ol üzere toplam milyon bin yolcu kullan yolcu daðýlým bak uluslararasý uç milyon bin yolcu hat milyon bin yolcu havalimaný uç gör yýllýk milyon yolcu kapasite yolcu misafir et dünya yeni havacýlýk merkez istanbul havalimaný faz tamamla yýl milyon yolcu hizmet ver,1.0
2,2019-06-21,istanbul seçim yap tarih uç iptal ettiðinine iliþkin haber yalanla gel basýn müþavir üst tarafýndan sosyal medya hesap tarih ara istanbul kalk var sefer herhangi bir iptal ol bin yolcu misafir et yer al iptal haber doðru deðil açýkla yap istanbul seçim yap gün ol tarih uç bil iptal et yön haber basýn yayýn organ çýk üzeri açýkla gel ad basýn müþavir üstün sosyal medya hesap açýkla yap tarih ara herhangi bir iptal ol söyle üstün açýkla þöyle tarih ara istanbul kalk var sefer herhangi bir iptal ol bin yolcu misafir et yer al iptal haber doðru deðil uç birleþ söz konu ol hiçbir misafir maðduriyet yaþa önlem al yenile istanbul büyükþehir belediye seçim önce operasyon hýz kes devam et """,-1.0
3,2019-05-29,yönetim kurul yýl hesap faaliyet iliþkin olaðan genel kurul toplantý önce ilan et gün saat yerine gün saat aþaðý yazýlý gündem görüþ karar baðla üzere hissedar ortaklýk yeþilköy mahallesi havaalaný cad bakýrköyistanbul adres genel yönetim bina vip toplantý salon toplantý davet ederspanpppppdivtdtrtbodytable yukarý açýkla sermaye piyasa kurulu yürürlük özel durum teblið yer al esas uygun ol konudakonularda taraf ulaþ bilgi tam ol yansý bilgi defter kayýt belge uygun ol konu ilgili bilgi tam doðru ol el et gerekli çaba göster yap açýkla sorum ol beyan et,1.0
4,2019-05-06,uluslararasý transit yolcu havalimaný bekle süre fayda deðer amaç ücret istanbul boðaz tur hizmet ver baþla asya avrupa kýta buluþ istanbul dünya ülke uç alan rekor el bulun istanbul dünya taný nokta yeni bir uygula hayat geçir kapsam bayrak taþý havayolu þirket touristanbul proje kapsam uluslararasý transit yolcu sun ücret þehir tur itibaren tekne boðaz tur yap imkan sun baþla gece geç saat uç ol yolcu akþam saat ara düzenle tur istanbul boðaz tur kat yolcu iki uç ara süre istanbul gez istanbul havalimaný saat ara baðlantý süre ol yolcu düzenle ücret þehir tur saye yolcu iki uç ara istanbul tarih kültürel deðer taný þans bul istanbul havalimaný touristanbul araç alýn yolcu rehber eþ istanbul tur sonra uç yeniden havalimaný getir gün düzenle fark tura yolcu uç saat uygun ol tercih et katýl sultanahmet camii ayasofya topkapý saray islam bilim teknoloji müze kültürel deðer yolcu büyük ilgi gör talep rusya abd italya yolcu yýl gün gün düzen fark program devam et tur yýl bin transit yolcu istanbul fark nokta keþfet ilk yýl hizmet ver baþla tur yýl toplam bin yolcu kat yýl hedefle sayý bin yolcu ulaþ geç yýl fark ülke vatandaþ touristanbul ayrýcalýk istanbul keþfet ülke baz talep bin yolcu rusya gel rusya bin yolcu abd bin yolcu italya takip ettti turizm saðla katký vurgu yýl bin yolcu proje faydalan ifade et touristanbul koordinatör yor talep geçen gün art dikkat çek touristanbul yýl yan uluslararasý transit yolcu ver bir ücret istanbul gezi tur program kapsam gün sefer baþla program zaman içeri art þua ol devam et yýl yýllýk bin yolcu hizmet fayda yýl gel aylýk bin yolcu sayý ulaþ yýl bin yolcu istanbul tarih turistik güzel tanýþ fýrsat bul boðaz tur uzun gece uç baðlantý süre ol yolcu istanbul bekle esna tarih boðaz güzel bir ara yaþa maksat oluþ itibari baþla kadar sür ol boyunca yaz dönem hizmet ver bir programmýmýz program yurt dýþ raðbet gör inan yolcu istanbul üzeri dünya çeþit nokta taþý istanbul güzel tanýþ açý turizm ciddi bir katký sun istanbul türkiye güzel aktar yap yolcu taný istanbul türkiye tanýtým katký saðla inan dünya ücret ol tur yemek müze gir ücret ver baþka bir havayolu yok tarz bir program ücret ol gerçek dünya baþka bir örnek bulun ifade et yor baþ topkapý saray ol üzere sultanahmet cami ayasofya müze bilim teknoloji müze türkislam eser müze dolmabahçe saray kültürel zengin gör tamamen ücret bir program yolcu hizmet tur yemek hizmet herhangi bir bedel öde hava yolarý tamamen bu yolcu ücret ol ikram et bildiðimiiz kadar dünya ücret ol tur yemek hizmet müze gir ücret ver baþka bir havayolu yok ifade kullan hedef bin yolcu ulaþ touristanbulun yýl hedef iliþkin bilgi ver yor hedef yaklaþýk bin yolcu hizmet faydalan iste taþý transit yolcu sayý yan sayý küçük görün birlikte etki fazla ol inan bura biz saat dilim gez yolcu ülke dön sonra tatil amaç diðer seyahat tekrar istanbul üzeri niyetlen kendi biz ilet saat bekle süre var ben insan fayda bir proje isviçre rusya git üzere aktar ol istanbul gel rus yolcu evgeny fredynski cenevre istanbul aktar ol moskovayaya git istanbul illk geliþim deðil bura gel güzel zaman geç ancak sefer özel ol tur operatör mükemmel anlatým boðaz güzel gez bir sefer aile getir touristanbul fikir beðen havalimaný saat bekle süre var öðle saat karaburun git þimdi buradaistanbul boðaz keyif an geç ben insan fayda bir proje deðer bulun boðaz tur gerçekten etkile ol boðaz tur kat ol çinli yolcu danyang afrika çalýþ yap yolcu kamerun istanbul aktar ol vietnam seyahat et yap ilk seyahat deðil iki uç ara zaman deðer tur faydalan program gerçekten beðen boðaz tur gerçekten etkile ol herkes dünya merkez türkiye istanbul gör iste isveç aktar ol mýsýr git sudan yolcu dahir guled istanbul boðaz gez heyecan ver ol ifade et kahire git havalimaný hotel deskte ben böyle bir program ol söyle önce internet site gör ben güzel bir program herkes dünya merkez türkiye istanbul gör ister yýl ülke dünya dört bir yan sayý insan gel ayný zaman istanbul dünya büyük havalimaný sahip türkiye tarih islam tarih gör güzel istanbul transit yolcu ol kullan turist ol gez fýrsat yakala þekil konuþ baþla tekne boðaz tur uygula kadar yaz sezon boyunca devam et,0.0
5,2019-05-06,ulaþ altyapý bakan cahit turhan boðaziçi üniversite dernek giriþim iga destek düzenle istanbul havalimaný ekonomi gelecek fýrsat panel kat bakan turhan konuþ istanbul havalimaný kargo eticaretin merkez üs ol boðaziçi üniversite dernek giriþim iga destek düzenle panel ulaþ altyapý bakan cahit turhan iga havalimaný iþle icra kurul baþkan genel müdür kadri samsun genel müdür yardýmcý abdulkerim çay yan sýra sayý öðrenci katýl istanbul havalimaný ekonomi gelecek fýrsat panel konuþ ulaþ altyapý bakan turhan yýl itibaren yürü hava ulaþým politika faaliyet dünya hýz geliþim göster ülke hal gel bugün ülke özellikle istanbul dünya büyük küresel transit merkez hal gel neden bugün kadar yap havacýlýk yatýrým milyar bul yeni havalimaný yap at havalimaný yeniden sivil havacýlýk sektör kazan yüksek kapasite modern terminal inþa et yer bilgi iletiþim teknoloji donat yap devam et konuþ hedef milyon yolcu hedefle yolcu sayý milyon ol vurgula bakan turhan havacýlýk alan dünya ortalama kat yakýn büyü kaydet milyon ol yolcu sayý milyon ulaþ kapasite hedef milyon yolcu sayý avrupa ün dünya un sýra yüksel taþýn yük miktar milyon ton yaklaþ sektör istihdam et kiþi sayý bin bul sektör ciro kat artýr milyar çýk elbette yap iþ var pazar fazla pay al ad orta uzun vade hedef gerçek güç çalýþ iþ faz tamamla milyoon yolcu kapasite dünya büyük havalimaný ol istanbul havalimaný bu somut adým ol aç yap istanbul havalimaný bugün kadar yaklaþýk milyon yolcu bin uçak trafik gerçek konuþ istanbul havalimaný kargo eticaretin merkez üs ol tunus türkiye ara dünya posta birlik upu ecomafrika proje kapsam imzala anlaþma iliþkin konuþ bakan turhan istanbul eticaretin merkez kur amaç anlaþma imzala arka kenya fildiþi cumhuriyet güney afrika somali gel diðer afrika ülke sýra gir eticaretle ürün dünya pazarla iste ülke eticaretin yeni merkez ol istanbul havalimaný yer iste ptt amazon alibaba global bir þirket ol yol ilerle istanbul havalimaný kargo eticaretin merkez üs ol þekil konuþ iga genel müdür samsun istanbbul havalimaný proje türkiye özgüven kazan iga havalimaný iþle icra kurul baþkan genel müdür kadri samsun istanbul havalimaný büyü iyi hizmet saðla gerek söyle havayolu havalimaný ara birlik önem dikkat çek samsun istanbul havalimaný uzun yýl önce kon bir hedef git yap bir yatýrým ol kaydet türkiye dünya hava büyük yatýrým ihtiyaç ol düþün böyle bir yatýrým hayat geçir aktar dünya ekonomi hýz katký sun yatýrým biri havalimaný ol alt çiz samsun istanbul havalimaný proje türkiye gerçekten özgüven kazan düþün þekil konuþ genel müdür yardýmcý çay hedef yýl milyon yolcu panel konuþ genel müdür yardýmcý abdulkerim çay havacýlýk sektör yüzde büyü milyar yolcu sayý ulaþ belir bbaktýðýmýzda milyon yolcu taþý sene hedef yaklaþýk milyon yolcu konuþ yan sýra havalimaný dünya diðer ülke büyük havayolu þirket gelecek operasyon artýr vurgula çay durum rekabet güç kabiliyet art kaydet zaman iyi ol hedefle aktar çay ol zaman þey iyi ol hedef var þey iyi ol hedef çalýþ havalimaný açý yine ayný þekil iyi ol durum ifade kullan,0.0
6,2019-04-12,ortaklýk dönem iliþkin trafik sonuç aþaðý gibi dönem milyon ol toplam yolcu sayý yýl ayný dönem azal milyon ol gerçek yolcu sayý hat azal dýþ hat art yolcu dolu oran dönem puan azal ol gerçek ayný dönem hat sefer dolu oran puan art göster ücretli yolcu üyk dönem milyar iken yýl ayný dönem azal milyar ol gerçek üyk hat uç azal dýþ hat uç art dýþtan dýþ transfer yolcu sayý dönem kýyas oran bir art gerçek dýþtan dýþ transfer hariç dýþ hat yolcu sayý dönem kýyas oran bir art gerçek taþýnan kargoposta dönem ton iken yýl ayný dönem art ton yüksel dönem bölgesel sonuç bak ücret yolcu üyk orta doðu avrupa afrika yolcu dolu oran hat puan yolcu sayý orta doðu avrupa uzak doðu art göster ortaklýk ocakmart dönem iliþkin trafik sonuç aþaðý gibi ocakmart dönem milyon ol toplam yolcu sayý yýl ayný dönem azal milyon ol gerçek yolcu sayý hat bir azal dýþ hat bir art kaydet dýþtan dýþ transfer yolcu sayý  dönem kýyas art gerçek dýþtan dýþ transfer hariç dýþ hat yolcu sayý ocakmart dönem kýyas art gerçek yolcu dolu oran puan azal olarakk gerçek toplam arz et koltuk akk  dönem milyar iken yýl ayný dönem art milyar ol gerçek akk hat uç azal dýþ hat uç art ücretli yolcu üyk  dönem milyar iken yýl ayný dönem art milyar ol gerçek üyk hat uç azal dýþ hat uç oran art yolcu uçak kon sayý  dönem iken yýl ayný dönem azal ol gerçek taþýnan kargoposta ocakmart dönem ton iken yýl ayný dönem art ton yüksel ay sonunda uçak sayý iken ay sonunda ol geniþ gövde yolcu uçak sayý azal dar gövde yolcu uçak sayý yüksel kargo uçak sayý yüksel,0.0
7,2019-04-12,ortaklýk dönem iliþkin trafik sonuç aþaðý gibi dönem milyon ol toplam yolcu sayý yýl ayný dönem azal milyon ol gerçek yolcu sayý hat azal dýþ hat artmýþtýryolcu dolu oran dönem puan azal ol gerçek ayný dönem hat sefer dolu oran puan art göstermiþtirücretli yolcu üyk dönem milyar iken yýl ayný dönem azal milyar ol gerçek üyk hat uç azal dýþ hat uç artmýþtýrdýþtan dýþ transfer yolcu sayý dönem kýyas oran bir art gerçekleþmiþtirdýþtan dýþ transfer hariç dýþ hat yolcu sayý dönem kýyas oran bir art gerçekleþmiþtirtaþýnan kargoposta dönem ton iken yýl ayný dönem art ton yükselmiþtir dönem bölgesel sonuç bak ücret yolcu üyk orta doðu avrupa afrika oyolcu dolu oran hat puan oyolcu sayý orta doðu avrupa uzak doðu art göster ortaklýk ocakmart dönem iliþkin trafik sonuç aþaðý gibi ocakmart dönem milyon ol toplam yolcu sayý yýl ayný dönem azal milyon ol gerçek yolcu sayý hat lik bir azal dýþ hat lik bir art kaydet dýþtan dýþ transfer yolcu sayý  dönem kýyas art gerçek dýþtan dýþ transfer hariç dýþ hat yolcu sayý ocakmart dönem kýyas art gerçekleþmiþtiryolcu dolu oran puan azal ol gerçekleþmiþtirtoplam arz et koltuk akk  dönem milyar iken yýl ayný dönem art milyar ol gerçek akk hat uç azal dýþ hat uç artmýþtýrücretli yolcu üyk  dönem milyar iken yýl ayný dönem art milyar ol gerçek üyk hat uç azal dýþ hat uç oran artmýþtýryolcu uçak kon sayý  dönem iken yýl ayný dönem azal ol gerçekleþmiþtirtaþýnan kargoposta ocakmart dönem ton iken yýl ayný dönem art ton yükselmiþtir ay sonunda uçak sayý iken ay sonunda ol geniþ gövde yolcu uçak sayý dan azal dar gövde yolcu uçak sayý yüksel kargo uçak sayý yüksel,0.0
8,2019-04-05,devlet hava meydan iþle dhmi genel müdür yýl ay iliþkin havayolu uçak yolcu yük istatistik açýkla bu göre yýl ay havalimaný iniþkalkýþ yap uçak trafik hat dýþ hat ol ayný ay üst geç overflight trafik ol gerçek böylece hava yol hizmet ver toplam uçak trafik üst geç birlikte ulaþ ay türkiye genel havalimaný hat yolcu trafik dýþ hat yolcu trafik ol böylece söz konu ay direkt transit yolcu birlikte toplam yolcu trafik ol gerçek havalimaný yük kargo posta bagaj trafik ay itibar hat ton dýþ hat ton toplam ton ulaþ son ticari uçak nisa saat kalk atatürk havalimaný ay uçak yolcu hizmet ver istanbul havalimaný ay uçak yolcu trafik gerçek yýl aylýk gerçek son itibari havalimaný iniþkalkýþ yap uçak trafik hat dýþ hat ol ayný dönem üst geç overflight trafik ol gerçek böylece hava yol hizmet ver toplam uçak trafik üst geç birlikte ulaþ dönem türkiye genel havalimaný hat yolcu trafik dýþ hat yolcu trafik ol böylece söz konu dönem direkt transit yolcu birlikte toplam yolcu trafik ol gerçek havalimaný yük kargo posta bagaj trafik hat ton dýþ hat ton toplam ton ulaþ,0.0
9,2019-04-05,havacýlýk tarih büyük taþýn ol büyük göç ol ad istanbul havalimaný taþý süreç resmen baþla atatürk havalimaný uçak yeni yuva git üzere boþ ol havalan binlerce parça malzeme yükle tirlar itibari kara yol çýk cumhurbaþkaný tayyip erdoðan taraf resim aç gerçek sonra tarife uç baþla istanbul havalimaný büyük göç ol ad taþý iþlem resim ol baþla ayar sür planla aþama sonra dünya havacýlýk tarih geç taþý sabah karþý saat itibari start al atatürk havalimaný binlerce parça malzeme yükle ilk tirlara yol çýkar hava yolcu uçak istanbul havalimaný git üzere sýra havalan devasa operasyon saat sür küresel havacýlýk tarih yer al taþý operasyon toplam saat sür nisa cumartesi gece saat tamamla büyük göç planla þekil baþarý gerçek nisa sabah saat ara atatürk havalimaný istanbul havalimaný tarife yolcu uç kapa atatürk havalimanýnýndan son uç singapur atatürk havalimaný yolcu havalan son uçak singapur sefer gerçek ait boeing tip uçak saat son atatürk havalimaný havalan taþý sonra operasyon nisa gün saat istanbul havalimaný baþla büyük göç sonra gerçek ilk uç istanbulankara seferi ol istanbul havalimaný icra et uç belirli bir plan kademe ol artýr bin tirlýk yük taþý taþý iþlem sýrasýnda atatürk havalimaný istanbul havalimaný yaklaþýk bin ton aðýrlýk malzeme taþý ton aðýrlýk uçak çek aparat hassas alet kadar bin parça fazla malzeme oluþ yyük bin týr hacim malzeme deðer yük taþý týr saat kat et mesafe bin kilometre ol hesapla tirlar dünya çevre dön deðer bir yol kat et büyük operasyon bin fazla çalýþ görev al,0.0
